pdb_id	n_protein_chains_ge128	min_msa_depth	median_msa_depth	max_msa_depth
9I2L	2	1805	1805	1805
8Y0Q	3	1807	2039	2134
9LMN	2	1809	1809	1809
9F24	3	1812	1812	1812
9LSC	2	1818	1818	1818
9HYT	9	1818	1818	1818
9LSF	2	1818	1818	1818
9LSA	2	1818	1818	1818
9LSW	10	1818	1818	1818
9FGI	4	1818	1818	1818
9E3B	16	1829	5128	36669
9E2P	2	1829	1829	1829
9E3A	3	1829	2009	36669
9AY9	12	1832	1832	1832
8YVE	1	1841	1841	1841
8YVD	2	1841	1841	1841
8YVI	2	1841	1841	1841
8YVC	2	1841	1841	1841
9F0H	2	1841	1841	1841
8YVF	8	1841	1841	1841
9B4E	2	1846	1846	1846
9C74	3	1846	1846	1846
9B4G	2	1846	1846	1846
9GQZ	4	1851	33876	33876
9GNW	6	1852	2511	4621
9R8T	1	1852	1852	1852
9R94	1	1852	1852	1852
9R85	1	1852	1852	1852
9D0T	12	1860	12737	20489
9GBK	87	1860	16934	23818
9D4C	9	1860	12398	16934
9HEI	7	1867	2454	4742
9IS4	15	1867	2484	5144
9G7Q	8	1868	1868	1868
8Y7V	1	1869	1869	1869
8RKF	2	1869	1869	1869
8Y0R	3	1870	3115	3182
9IOX	10	1872	2383	5475
9IIU	5	1872	2399	27647
9IMN	10	1872	2383	15970
9D9S	3	1874	4364	4654
9C8G	3	1877	4191	4692
9QJA	2	1878	1878	1878
9ZZ6	10	1883	13070	46938
8S2M	6	1884	2024	2024
8S2N	2	1884	2024	2024
9GCO	4	1884	2024	2024
9B85	19	1884	14720	22340
8RLE	1	1891	1891	1891
9WZX	1	1891	1891	1891
8RLB	1	1891	1891	1891
9WZU	1	1891	1891	1891
8RLC	2	1891	26989	26989
9WY1	1	1891	1891	1891
9WZV	1	1891	1891	1891
8RL9	2	1891	25218	25218
9OD7	1	1893	1893	1893
9ERZ	6	1895	1895	1895
9IRV	3	1898	4171	4171
9J48	48	1898	4171	4171
8XV7	4	1901	1901	1901
8XV4	2	1901	1901	1901
9MQ0	3	1904	2115	2143
9MPZ	3	1904	2115	2143
9LT9	3	1905	1905	1905
9QLS	1	1907	1907	1907
9JX2	4	1908	1908	1908
8ZUT	3	1909	1909	1909
8ZUQ	4	1912	1912	1912
9CXP	3	1915	1915	1915
9C26	3	1915	1915	1915
9FES	1	1921	1921	1921
9FER	6	1921	1921	1921
9FEN	4	1922	1922	1922
8Z0A	8	1923	13289	13289
9QLF	1	1923	1923	1923
9H6X	1	1923	1923	1923
9QKV	1	1923	1923	1923
9QLE	1	1923	1923	1923
9QLN	1	1923	1923	1923
8RQY	1	1926	1926	1926
9NGO	3	1934	8175	25772
9J0Q	4	1936	1936	1936
9AU7	3	1936	3548	22625
9J11	6	1936	1936	1936
9DOA	39	1937	4813	4813
9DOB	6	1937	4810	4810
9DO9	6	1937	4813	4813
9OXN	2	1940	2012	2012
9KUX	3	1940	22386	22386
9KUV	2	1940	22291	22291
9KUW	4	1940	22386	22386
9P2R	2	1940	2012	2012
9CT1	12	1941	34749	34749
9CSZ	8	1941	1941	1941
9GNU	18	1942	4521	11695
9GMY	18	1942	4521	11695
9IMO	18	1942	4520	11695
9IT5	6	1949	1949	1949
9OD9	1	1955	1955	1955
9HMU	3	1956	1956	1956
9B8L	2	1957	1957	1957
9B8K	1	1957	1957	1957
9FFI	3	1964	1964	1964
9N88	4	1966	2095	2095
9NTT	1	1968	1968	1968
8YQ4	6	1969	1969	1969
9QEC	3	1969	4552	4882
8YA2	3	1971	10592	13421
8YA0	3	1971	10658	13430
9LYL	3	1972	1972	1972
9KEN	1	1976	1976	1976
9F6Z	2	1978	1978	1978
8YBX	10	1979	2019	4065
8YNK	8	1979	1979	4065
8YNI	11	1979	2074	4065
8YNN	7	1979	1979	4065
8YNM	11	1979	1979	4065
8YNL	9	1979	1979	4065
9NWY	2	1981	37872	37872
9C10	2	1981	37872	37872
9MRE	2	1981	37872	37872
8RYK	2	1982	1982	1982
8RZB	4	1982	1982	1982
8RYS	3	1982	1982	1982
8Y47	1	1983	1983	1983
8RVG	6	1984	1984	1984
9UAJ	10	1984	2443	3106
9AST	5	1985	6450	46322
9UAQ	9	1986	3915	19269
9JVR	4	1987	1987	1987
8ZUS	4	1987	1987	1987
9UOL	60	1990	1990	1990
9MGQ	6	1993	38460	38460
8VEX	6	1993	38460	38460
9MGM	6	1993	38460	38460
8VEU	6	1993	38460	38460
9MGL	2	1993	38460	38460
9PY1	2	1993	38460	38460
9PY0	6	1993	38460	38460
8VEY	2	1993	38460	38460
8VET	2	1993	38460	38460
9PCA	6	1993	37751	37751
8VEW	2	1993	38460	38460
9N3N	6	1993	38460	38460
9MGN	2	1993	38460	38460
9N3Q	4	1993	38460	38460
8VEO	6	1993	38460	38460
9N3O	6	1993	38460	38460
9PXZ	2	1993	38460	38460
9MGR	6	1993	38460	38460
9N3R	12	1993	38460	38460
9MGP	6	1993	38460	38460
9N3P	6	1993	38460	38460
8S6P	1	1997	1997	1997
9GVF	3	1997	1997	1997
8YD7	10	1999	2178	2178
8YD8	10	1999	2178	2178
9K76	1	2001	2001	2001
9FEM	1	2002	2002	2002
8Z37	1	2002	2002	2002
9JXK	1	2002	2002	2002
9JXE	2	2002	2002	2002
9DN0	11	2003	2003	2003
9UMG	2	2004	2080	2080
8YWR	3	2004	9554	10104
9LMA	2	2004	2004	2004
9LKG	4	2005	2005	2005
9FEO	6	2005	2005	2005
9KUG	4	2005	6372	46440
8YFH	3	2005	2005	2005
9Z2L	4	2005	2005	2005
9UMX	4	2005	6372	46440
9UMR	4	2005	6372	46440
9MQ5	3	2007	2007	2007
9DOD	4	2007	37737	37737
8XZZ	4	2008	2008	2008
9MNG	2	2008	2008	2008
9B1B	3	2008	4320	4651
8XZY	4	2008	2008	2008
9MOS	6	2008	2008	2008
8Y00	4	2008	2008	2008
9B18	3	2008	4320	4651
9B19	3	2008	4320	4651
9B1A	3	2008	4320	4651
9MND	6	2008	2008	2008
9E3C	2	2009	5128	5128
9EYW	2	2009	37363	37363
9EYU	6	2009	37363	37363
9EYX	2	2009	37363	37363
9JXJ	1	2009	2009	2009
9EYV	6	2009	37363	37363
9GKN	1	2010	2010	2010
9FJD	3	2010	2265	4358
9GKM	1	2010	2010	2010
9FJE	3	2010	2265	4358
8YEK	1	2011	2011	2011
9M1J	4	2011	9731	19091
9SE5	1	2011	2011	2011
9SEG	1	2011	2011	2011
9SI1	1	2011	2011	2011
8YEJ	1	2011	2011	2011
9SFL	1	2011	2011	2011
8ZT1	3	2011	2011	2011
9QE2	1	2011	2011	2011
9SEA	1	2011	2011	2011
9D8W	3	2011	2494	4506
8ZT2	3	2011	2011	2011
9SH0	1	2011	2011	2011
9ZBL	10	2012	20373	20373
9F2D	16	2012	21184	21184
9ZBP	10	2012	19967	19967
8ZUR	3	2012	2012	2012
8ZUP	4	2012	2012	2012
8RBI	4	2013	2013	2013
9QIO	2	2015	2667	2667
9JXV	4	2015	4530	4530
9DSO	3	2015	2419	4140
9QIV	2	2015	2667	2667
9QGW	2	2015	2667	2667
9QIG	1	2015	2015	2015
9EII	7	2015	3360	4530
9QIM	2	2015	2667	2667
9QH5	2	2015	2667	2667
9QIC	1	2015	2015	2015
9EIJ	8	2015	3360	4530
9QIP	2	2015	2667	2667
9QII	1	2015	2015	2015
8XDN	4	2015	4530	4530
9KYA	3	2015	2015	2015
9QIA	2	2015	2667	2667
9QHI	2	2015	2667	2667
8XVA	5	2015	2561	4530
9EIH	14	2015	3360	4530
9F05	8	2016	2016	2016
9F04	8	2016	5148	5148
9DN1	11	2016	2016	2016
8YYN	6	2017	2017	2017
8YYO	4	2017	2017	2017
23AC	6	2017	2017	2017
8YPX	4	2017	2017	2017
8YEA	2	2017	2017	2017
9MFO	1	2018	2018	2018
9G6Z	3	2018	2018	2018
9MFT	1	2018	2018	2018
9QCD	1	2019	2019	2019
9EIS	6	2019	2019	2019
9EIR	4	2019	2019	2019
9IJY	2	2020	2020	2020
9CKZ	2	2020	2020	2020
9CL0	2	2020	2020	2020
9J3C	2	2020	2020	2020
8YFU	2	2022	2022	2022
8YFW	2	2022	2022	2022
9N1J	12	2022	2022	2022
8XZX	2	2023	2023	2023
9IAF	1	2024	2024	2024
9P6H	2	2025	15741	15741
9MYJ	2	2025	19234	19234
9HX5	1	2025	2025	2025
9MFR	1	2026	2026	2026
9MS8	1	2026	2026	2026
9MFP	3	2026	2026	2026
9MFS	3	2026	2026	2026
9MFQ	3	2026	2026	2026
9FYW	6	2027	2027	2027
8ZBM	16	2027	7686	19377
8ZJY	6	2027	2468	8187
9MO6	14	2028	20373	24602
9BLI	6	2028	2150	2150
9MO8	15	2028	20373	24602
9MO5	14	2028	20373	24602
9MO9	14	2028	20373	24602
9MOK	15	2028	20373	24602
9MOM	15	2028	20373	24602
9T3X	3	2028	5717	5717
9MOI	14	2028	20373	24602
9MON	15	2028	20373	24602
9MOL	15	2028	20373	24602
9MOW	15	2028	20373	24602
9MOU	15	2028	20373	24602
9E2E	16	2028	3755	20373
9MOP	14	2028	20373	24602
9MOD	15	2028	20373	24602
9MO7	14	2028	20373	24602
9MOO	14	2028	20373	24602
9MOA	14	2028	20373	24602
9MOB	15	2028	20373	24602
9MOX	14	2028	20373	24602
9C8V	4	2028	4646	7428
9MOC	15	2028	20373	24602
9MO4	14	2028	20373	24602
8VY3	4	2028	4646	7428
9MYG	1	2029	2029	2029
9BHB	1	2030	2030	2030
9FTZ	13	2030	3600	26573
9FU0	13	2030	3600	26573
9QEF	20	2030	8434	26573
8Z0P	1	2032	2032	2032
9B42	19	2033	2304	8448
8RQO	1	2033	2033	2033
9FGN	3	2033	4481	5014
9QHN	12	2034	2034	2034
9J4X	2	2035	2035	2035
9J51	2	2035	2035	2035
9J52	2	2035	2035	2035
9J53	2	2035	2035	2035
8Z73	4	2036	2036	2036
9GWJ	4	2037	2093	2093
8XEJ	4	2038	8854	9342
8XLI	13	2038	3726	4720
9B6E	4	2039	2039	2039
9B6J	4	2039	2039	2039
9B6D	4	2039	2039	2039
9B6G	4	2039	2039	2039
9B6H	4	2039	2039	2039
9B6K	4	2039	2039	2039
9B6F	4	2039	2039	2039
9QO5	11	2040	3920	15515
8ZYR	4	2040	2287	2476
9EG1	9	2040	3636	8893
9E5Z	8	2040	4273	8893
9QO6	8	2040	4306	8893
9E77	8	2040	4297	8893
9QO3	11	2040	3920	15515
9EG8	9	2040	3799	8893
9QO2	11	2040	3920	15515
9QO0	11	2040	3920	15515
9JXH	2	2040	2040	2040
9E81	8	2040	4297	8893
9EGL	9	2040	3898	8893
9QO1	9	2040	3920	8893
9EFM	9	2040	3920	8893
8YET	2	2040	2040	2040
9EFQ	9	2040	3936	8893
9PH4	8	2040	4297	8893
9QO4	11	2040	3920	15515
9EFV	9	2040	3920	8893
9IJN	1	2042	2042	2042
9INH	2	2043	2043	2043
9C58	5	2043	5503	21230
9IUC	2	2043	2043	2043
9INE	2	2043	2043	2043
9C59	12	2043	6958	21230
9INF	2	2043	2043	2043
9C5B	6	2043	6958	21230
9JV7	2	2045	2045	2045
9JEC	6	2047	21708	21708
9GP7	3	2048	2048	2048
9P96	2	2048	3532	3532
9H9E	4	2049	24842	24842
9BKK	3	2049	3653	47474
9H2D	6	2050	2050	2050
9GY6	18	2050	8434	26573
9C4K	17	2051	2262	24361
8YM7	2	2051	15532	15532
8Z5N	156	2051	4885	23128
9JXO	2	2051	2051	2051
9CBC	17	2051	2262	24361
8Z60	320	2051	9240	26143
9L6S	2	2052	3373	3373
9JXM	1	2053	2053	2053
9JXL	1	2053	2053	2053
9SG0	1	2054	2054	2054
8V68	3	2055	2055	2055
8V66	3	2055	2055	2055
8V69	3	2055	2055	2055
8V65	3	2055	2055	2055
8V67	3	2055	2055	2055
9X8S	4	2057	2057	2057
9QFL	6	2058	2058	2058
9QIU	6	2058	2058	2058
9QEO	6	2058	2058	2058
9QEM	6	2058	2058	2058
9QFI	6	2058	2058	2058
8Z7A	8	2058	2058	2058
9QEL	6	2058	2058	2058
9SG2	3	2059	8724	9183
9GKP	8	2059	2059	2059
9GKL	8	2059	2059	2059
9SFX	2	2059	13703	13703
9IRJ	1	2060	2060	2060
8RKE	3	2060	2060	2060
9JUB	3	2060	9474	10655
8RQN	1	2060	2060	2060
8YFR	10	2060	3305	6414
9X8U	4	2060	2060	2060
8ZTD	3	2061	2061	2061
8ZT5	3	2061	2061	2061
8ZT8	3	2061	2061	2061
8ZTA	3	2061	2061	2061
8ZTF	3	2061	2061	2061
9NJY	9	2062	8585	9811
9B6I	4	2062	2062	2062
9JXR	2	2062	2062	2062
9C38	3	2063	2063	2063
9JXN	2	2063	2063	2063
9EOT	4	2063	13871	13871
9KUM	24	2064	8190	23356
9IKG	24	2064	8190	23356
9IKF	24	2064	8190	23356
9IKI	24	2064	8190	23356
9KUL	24	2064	8190	23356
9IWS	2	2064	2064	2064
9L2E	8	2064	2064	2064
9KUK	24	2064	8190	23356
9L2D	8	2064	2064	2064
9M56	24	2064	8190	23356
8ZB7	16	2064	7569	19341
9C2A	3	2064	2064	2064
9B95	3	2064	2064	2064
9B73	3	2064	2064	2064
9C2C	3	2064	2064	2064
9C2B	3	2064	2064	2064
9L2F	8	2064	2064	2064
8V6Q	2	2064	2064	2064
9IKH	24	2064	8190	23356
8V6R	2	2064	2064	2064
9I2H	4	2065	3510	34506
9MOT	3	2065	3510	34754
9MOV	4	2065	3510	34754
9CTH	5	2065	3510	35090
9I3R	4	2065	2065	2065
9HS2	4	2066	2066	2066
9CGC	38	2067	4763	21550
9LOL	3	2067	2705	19347
9IWR	46	2067	8899	21550
9IM4	2	2067	2067	2067
9BA8	2	2068	2068	2068
8V88	15	2069	2069	2069
8V8D	15	2069	2069	2069
8V82	15	2069	2069	2069
8V89	15	2069	2069	2069
8V8C	15	2069	2069	2069
8RKA	2	2069	2589	2589
8V80	15	2069	2069	2069
8V86	15	2069	2069	2069
8RQE	451	2069	4125	4125
8RKB	2	2069	2589	2589
8V8A	15	2069	2069	2069
9EC0	6	2070	2142	2142
9IJZ	2	2071	2071	2071
9HS3	4	2071	2071	2071
9P3R	4	2072	2072	2072
9HS1	4	2072	2072	2072
8ZTO	2	2073	2073	2073
9MC2	6	2074	2074	2074
9NDY	13	2076	3009	7510
9GKI	5	2077	2077	2077
9NWI	30	2077	3433	3433
9GKO	6	2077	2077	2077
9GJ8	8	2077	2077	2077
9DM1	21	2078	7631	21976
9I7U	6	2080	4005	22325
9I6F	6	2080	4005	22325
9NGE	4	2081	2081	2081
9JXF	2	2081	2081	2081
9Z0E	3	2081	2081	11681
9EJY	1	2081	2081	2081
9HI3	3	2081	2081	2081
9JXG	2	2081	2081	2081
8ZBN	16	2082	7620	19311
8ZBK	16	2082	7624	19311
9G0C	6	2083	19519	19519
9E50	6	2083	2083	2083
9E4X	6	2083	2083	2083
9E56	6	2083	2083	2083
9ITG	2	2084	2084	2084
9C25	3	2085	2085	2085
8Z0Z	3	2085	2085	2085
9C23	3	2085	2085	2085
8Z1D	3	2085	2085	2085
9JXI	2	2086	2086	2086
9J0A	4	2086	2397	2397
9CY8	1	2087	2087	2087
9HVD	12	2087	9031	14151
9M3Z	7	2087	5589	5589
9NY1	4	2088	2088	2088
9G8Q	4	2089	61105	61105
9BQ4	6	2090	2090	2090
8RDE	6	2091	2091	2091
9LR7	4	2091	2091	2091
8ZMX	3	2091	2091	2091
9G98	4	2091	2091	2091
9LJ6	1	2091	2091	2091
9M00	2	2091	2091	2091
9VJX	6	2092	2092	2092
9B94	4	2093	2093	2093
9DVJ	2	2094	2094	2094
9DVN	2	2094	2094	2094
22GA	6	2094	2094	2094
9DVP	2	2094	2094	2094
9FCT	2	2094	2094	2094
9DVM	2	2094	2094	2094
9DVL	2	2094	2094	2094
9DVK	2	2094	2094	2094
9DVO	2	2094	2094	2094
9J8R	2	2095	2095	2095
9OUL	2	2095	2758	2758
9J8S	2	2095	2095	2095
9J8Q	2	2095	2095	2095
9DTP	24	2096	2096	2096
9G0D	2	2096	19519	19519
9MB3	2	2096	2096	2096
9MTA	4	2097	2097	2097
9MT8	4	2097	2097	2097
9B93	4	2097	2097	2097
9Y2B	4	2097	2097	2097
9B8Y	4	2097	2097	2097
9LTF	3	2097	2097	2097
9B8Z	1	2097	2097	2097
9MRT	4	2097	2097	2097
9B8X	1	2097	2097	2097
9MTC	4	2097	2097	2097
9B8W	4	2097	2097	2097
9Y2A	4	2097	2097	2097
9B91	1	2097	2097	2097
9Y2C	1	2097	2097	2097
9B90	4	2097	2097	2097
9B92	4	2097	2097	2097
8VB4	24	2098	2134	2134
9NV3	2	2099	4659	4659
9Z5N	39	2099	2099	2099
9EAM	7	2099	2562	26510
9IND	2	2099	6293	6293
8XH1	4	2100	2100	2100
8XH2	4	2100	2100	2100
8XH0	4	2100	2100	2100
8XCJ	6	2101	2819	2819
9GOE	2	2101	12955	12955
9LVN	1	2101	2101	2101
8W30	2	2101	3134	3134
8VSD	5	2102	4456	24570
9EP3	6	2103	2534	2534
9EYM	24	2105	2105	2105
9EYN	8	2105	2105	2105
8V6S	2	2105	2105	2105
9D6M	8	2106	2343	2343
9EC2	4	2106	2106	2106
9D6K	6	2107	2327	2327
9DDX	3	2108	2108	2108
9V84	8	2109	2109	2109
9KYK	3	2110	2110	2110
9IS6	8	2110	2570	11171
9ARD	6	2110	2110	2110
9P3S	4	2111	2111	2111
9H35	4	2112	2112	2112
9H36	2	2112	2112	2112
8XJC	2	2113	2113	2113
9I8I	6	2113	2113	2113
9LX5	3	2115	2115	2115
9WI0	6	2115	2115	2115
9CNT	4	2116	2116	2116
9CNU	1	2116	2116	2116
9NAB	4	2116	8700	10072
9CNV	1	2116	2116	2116
9CLJ	3	2116	2116	2116
22NU	1	2116	2116	2116
9LXC	3	2116	2116	2116
22OB	1	2116	2116	2116
9CNS	3	2116	2116	2116
9KNU	24	2118	2165	2165
9KHX	24	2118	2165	2165
9J9W	2	2118	2483	2483
9D5V	2	2119	2327	2327
9D5Y	6	2119	2327	2327
9VK1	2	2119	2119	2119
9N3S	2	2119	2119	2119
9D5U	6	2119	2327	2327
9VK0	2	2119	2119	2119
9GS0	14	2120	12327	12327
9H2Y	6	2121	2121	2121
9H2T	6	2121	2121	2121
9H2W	6	2121	2121	2121
9H2U	6	2121	2121	2121
9D65	8	2122	2343	2343
9RIB	6	2123	2123	2123
9ILV	6	2123	2123	2123
9IMH	6	2123	2123	2123
8XDF	3	2123	2123	2123
9S1S	6	2123	2123	2123
9NLY	33	2124	4028	7732
9CRU	10	2124	4028	7732
9NG2	11	2124	4028	7732
9GVO	9	2124	8315	8657
9JQR	6	2124	2516	11359
9JQ6	6	2124	8931	9822
9NLW	11	2124	4028	7732
9NLZ	33	2124	4028	7732
9CRX	33	2124	4028	7732
9GW5	4	2124	8315	8413
9GVL	4	2124	8657	8657
9N22	33	2124	4028	7732
9JQQ	4	2124	2196	2516
9NLU	33	2124	4028	7732
9JQP	3	2124	2196	2516
9QE1	5	2126	2147	2416
9QE0	8	2126	2147	2416
8YRL	6	2127	2127	2127
9J22	3	2130	2130	2130
9UET	2	2131	2131	2131
9DLZ	7	2135	2566	26510
9C6T	2	2135	2135	2135
9E8P	2	2135	2135	2135
9DLX	7	2135	2533	26510
9BWG	5	2136	2136	2136
9BWB	5	2136	2136	2136
9BWE	5	2136	2136	2136
9BU3	5	2136	2136	2136
9BU2	5	2136	2136	2136
9BVH	5	2136	2136	2136
9BVJ	5	2136	2136	2136
9BWC	15	2136	2136	2136
9BWJ	5	2136	2136	2136
9BZP	5	2136	2136	2136
9D6J	8	2137	2343	2343
9CZF	12	2138	9137	9786
9CZA	12	2138	9137	9786
9IUJ	2	2138	4182	4182
9CZ7	12	2138	9137	9786
9CZD	12	2138	9137	9786
9LT3	2	2138	4182	4182
9BPD	3	2138	2138	2138
9BPC	3	2138	2138	2138
9JEI	2	2138	4182	4182
8XCG	9	2141	4353	5517
8VSZ	5	2142	2142	2142
9IK1	3	2142	2142	2142
9KZH	3	2143	3123	3145
9N2Q	6	2144	2144	2144
9N6D	2	2144	2144	2144
9N2R	6	2144	2144	2144
9UC6	3	2144	2144	2144
9Q1H	3	2145	2145	2145
8RCR	4	2146	2146	2146
8RCU	4	2146	2146	2146
9N2S	2	2146	2146	2146
8ZEB	6	2146	2146	2146
9U6E	24	2147	2147	2147
9UBT	1	2147	2147	2147
9UB3	1	2147	2147	2147
9UB5	1	2147	2147	2147
9N94	24	2147	2147	2147
9UBS	1	2147	2147	2147
9UBA	1	2147	2147	2147
8RUU	18	2148	8245	9969
9CPE	1	2148	2148	2148
9P99	3	2149	5891	10969
9P95	3	2149	3532	7311
9P98	4	2149	9745	10246
9P97	4	2149	9745	10246
9KKB	2	2151	8363	8363
8YJY	2	2151	8363	8363
9G3J	100	2152	2152	2152
9G3H	100	2152	2152	2152
9G3I	100	2152	2152	2152
9VJM	2	2153	2153	2153
9QDH	3	2157	2157	2157
9C48	9	2157	2157	2157
8YBB	6	2157	2157	2157
9BQI	3	2157	2157	2157
9BQH	9	2157	2157	2157
9C3J	3	2157	2162	4680
9IUT	4	2158	42400	42400
9Q4Y	12	2159	2159	2159
9CW2	12	2159	2159	2159
9MWX	12	2159	2159	2159
9O0I	3	2159	2159	2516
9Q55	12	2159	2159	2159
9Q53	12	2159	2159	2159
9MZ3	12	2159	2159	2159
9CW6	12	2159	2159	2159
9MZ2	12	2159	2159	2159
9Q54	12	2159	2159	2159
9MWO	12	2159	2159	2159
9CWK	12	2159	2159	2159
9Q4Z	12	2159	2159	2159
9Q52	12	2159	2159	2159
9MWW	12	2159	2159	2159
9Q4X	12	2159	2159	2159
9CW7	12	2159	2159	2159
9MWS	12	2159	2159	2159
9CW8	12	2159	2159	2159
9MWV	12	2159	2159	2159
9N2T	3	2159	2159	2159
9Q58	12	2159	2159	2159
9MWQ	12	2159	2159	2159
9C1Z	12	2159	2159	2159
9MWR	12	2159	2159	2159
9MZ4	12	2159	2159	2159
9CW4	12	2159	2159	2159
9CW9	12	2159	2159	2159
9Q51	12	2159	2159	2159
9CWI	12	2159	2159	2159
9MZ1	12	2159	2159	2159
9CW5	12	2159	2159	2159
9MWT	12	2159	2159	2159
9CWD	12	2159	2159	2159
8ZDJ	36	2159	4022	5250
9CWJ	12	2159	2159	2159
9FO4	4	2160	4956	4956
9FR1	12	2160	4956	4956
9ENR	1	2160	2160	2160
9FNJ	12	2160	4956	4956
9ENS	1	2160	2160	2160
9FNC	4	2160	4956	4956
9FOX	4	2160	4956	4956
9FOP	4	2160	4956	4956
9FU3	2	2160	4956	4956
8XIU	1	2160	2160	2160
8VTK	9	2161	2752	3195
9MWN	12	2161	2161	2161
9MWP	6	2161	2161	2161
9IYT	3	2161	2161	2161
9IYM	3	2161	2161	2161
9MWU	6	2161	2161	2161
8VTO	9	2161	2752	3195
9IYR	3	2161	2161	2161
8VTN	9	2161	2752	3195
8VTL	9	2161	2752	3195
9IYS	3	2161	2161	2161
9IYU	4	2161	2161	2161
8VTM	3	2161	2752	3195
9FR0	3	2162	2162	2162
9GYB	6	2162	2162	2162
9IYN	3	2162	2162	2162
9E6B	5	2162	2162	2162
9IYO	3	2162	2162	2162
9E6D	5	2162	2162	2162
9E6C	15	2162	2162	2162
9MJG	18	2163	2163	2163
9IYL	3	2164	2164	2164
9IYV	1	2164	2164	2164
9VJ0	4	2165	28090	28090
9VIY	4	2165	28090	28090
9VJ1	4	2165	28090	28090
8VS6	3	2165	2855	4360
9VIZ	4	2165	28090	28090
9Y6U	24	2166	2166	2166
9Y9C	48	2166	3655	3655
9Q9E	5	2166	2166	2166
9UBB	1	2167	2167	2167
9EV0	30	2167	2167	2167
9ETS	37	2167	2167	2167
9H6P	8	2170	2170	2170
9GEM	12	2170	2170	2170
8VC0	10	2170	2170	2170
9VJ2	2	2171	28070	28070
9BIG	3	2172	2172	2172
8VHX	5	2173	3341	3343
9G0V	1	2173	2173	2173
9G1T	1	2173	2173	2173
9G14	1	2173	2173	2173
9G0U	1	2173	2173	2173
8ZYJ	2	2174	28259	28259
9OJZ	36	2174	5881	8127
9PD1	42	2174	5898	8127
9OLO	42	2174	5898	8127
9OK3	6	2174	2490	8127
9PBA	48	2174	5881	8127
9OM6	24	2174	2490	8127
9PAF	36	2174	5881	8127
9PBF	36	2174	5881	8127
9PAG	36	2174	5881	8127
9PC3	36	2174	5881	8127
9PCZ	42	2174	5881	8127
9PBV	36	2174	5881	8127
9PB9	48	2174	5881	8127
9Q4K	12	2175	2175	2175
9MYU	12	2175	2175	2175
9C1Y	12	2175	2175	2175
9CW0	12	2175	2175	2175
9Q4N	12	2175	2175	2175
9CVZ	12	2175	2175	2175
9Q4I	12	2175	2175	2175
9MWB	12	2175	2175	2175
9CVY	12	2175	2175	2175
9Q4H	12	2175	2175	2175
9Q4G	12	2175	2175	2175
9CVV	12	2175	2175	2175
9MYV	12	2175	2175	2175
9CVX	12	2175	2175	2175
9CW3	12	2175	2175	2175
9MWC	12	2175	2175	2175
9CW1	12	2175	2175	2175
9Q4O	12	2175	2175	2175
9CVS	12	2175	2175	2175
9MYW	12	2175	2175	2175
9Q4J	12	2175	2175	2175
9CVW	12	2175	2175	2175
9Q4M	12	2175	2175	2175
9CVU	12	2175	2175	2175
9MWA	12	2175	2175	2175
8S0G	28	2176	45495	45495
8S1V	3	2176	2176	2176
8S1L	24	2176	45495	45495
8RZZ	36	2176	45495	45495
9F26	3	2177	2445	4774
9G7I	12	2177	2197	2197
9M08	4	2177	2300	2300
8VXV	1	2178	2178	2178
8YM4	10	2178	2225	2225
8YM6	13	2178	2215	2215
8YM5	10	2178	2225	2225
8VXW	5	2178	2178	2178
9MRX	11	2179	2179	2607
9HQU	4	2179	7186	7186
9NYU	2	2179	2179	2179
9MTN	4	2179	2179	2179
9I4Z	3	2180	2180	2180
9G00	6	2182	2197	4843
9FZZ	6	2182	2197	4843
9FZY	6	2182	2197	4843
8REY	36	2182	2182	2182
9G02	4	2182	2197	2197
9G01	4	2182	2197	2197
9MLH	5	2182	2182	2182
9G03	4	2182	2197	2197
9Q61	3	2183	2183	2183
9MYX	3	2183	2183	2183
9CVJ	3	2183	2183	2183
9Q4W	3	2183	2183	2183
9MYY	3	2183	2183	2183
9Q4V	3	2183	2183	2183
9MWM	3	2183	2183	2183
9MWG	3	2183	2183	2183
9Q4R	3	2183	2183	2183
9Q4S	3	2183	2183	2183
9MWL	3	2183	2183	2183
9MWE	3	2183	2183	2183
9MYZ	3	2183	2183	2183
9CVL	3	2183	2183	2183
9CVN	3	2183	2183	2183
9CVQ	3	2183	2183	2183
9MWI	3	2183	2183	2183
9MZ0	3	2183	2183	2183
9BOJ	1	2183	2183	2183
9CVO	3	2183	2183	2183
9Q4Q	3	2183	2183	2183
9MWD	3	2183	2183	2183
9CVK	3	2183	2183	2183
9MWH	3	2183	2183	2183
9CVP	3	2183	2183	2183
9CVR	3	2183	2183	2183
9Q4T	3	2183	2183	2183
9MWF	3	2183	2183	2183
9Q4U	3	2183	2183	2183
9MWK	3	2183	2183	2183
9Q4P	3	2183	2183	2183
9MWJ	3	2183	2183	2183
9CVM	3	2183	2183	2183
9IXU	8	2184	2184	2184
9CVI	3	2184	2184	2184
9Q75	9	2185	2185	2185
9FPL	3	2186	2186	2186
9FPK	4	2186	2186	2186
9FPG	4	2186	2186	2186
9FPN	4	2186	2186	2186
9FPJ	5	2186	2186	2186
9FPO	4	2186	2186	2186
8VOJ	4	2186	7172	28091
9FPI	4	2186	2186	2186
9DTQ	4	2186	8100	28184
9FPH	4	2186	2186	2186
8VRT	4	2186	8100	28091
9FPF	4	2186	2186	2186
9LN4	15	2188	2188	2188
9LLC	6	2188	2188	2188
